neuron_id,dend_gnabar_hh,dend_gkbar_hh,dend_gl_hh,best_loss,best_proportion
11192283,0.023903604977367356,0.016435725808869043,0.0002319498486383771,0.033333333333333326,0.6666666666666666
3771794,0.0710136485781359,0.13559740195220804,0.0002440356054370002,0.0603603603603603,0.6396396396396397
19470184,0.024574086387077372,0.027542416512075393,8.671847951954193e-05,0.0,0.7
4839570,0.027024930795927535,0.011037787690225483,0.00040793286858684796,0.013725490196078494,0.6862745098039215
3639968,0.017545460630786405,0.005276445164744433,0.0002731084162080496,0.00303030303030305,0.6969696969696969
2872055,0.023629740403485838,0.11040864845501107,0.00020365797154649627,0.11176470588235288,0.5882352941176471
9578602,0.030086865469444394,0.022529582328132656,0.0003153280302724856,0.033333333333333326,0.6666666666666666
13242252,0.03248560909866803,0.012711768669548694,0.0011990666316718192,0.014814814814814725,0.6851851851851852
1414206,0.07235744271035889,0.10976417624825911,0.00018367083738483444,0.007692307692307554,0.6923076923076924
8247315,0.021750487265391232,0.14771078371242963,0.001018888778567963,0.033333333333333326,0.6666666666666666
10238739,0.04301502133029703,0.04937434592892516,6.742204127254597e-05,0.010344827586206806,0.6896551724137931
7694722,0.025026779743189866,0.05341253572610108,0.0009796216665248186,0.014814814814814725,0.6851851851851852
16784307,0.010979355644948797,0.1494550400724368,0.0004668150967995057,10.75,0.75
15217317,0.028127207921836647,0.0876819818931198,0.0013332856487008476,0.033333333333333326,0.6666666666666666
3926438,0.04021925483845961,0.04709716559890617,0.00036982515271294624,0.033333333333333326,0.6666666666666666
5975584,0.01899821921745197,0.01103171406253304,8.778054095432901e-05,0.015789473684210464,0.6842105263157895
15673925,0.04629592667977705,0.03021409321413795,0.0014983813709318029,0.007692307692307554,0.6923076923076924
7573476,0.01948629225347786,0.04043567235001027,0.0012160962918657976,0.09999999999999998,0.6
3340561,0.03274736770789296,0.016881742892992643,0.000777521348459798,0.0008130081300812275,0.6991869918699187
14328512,0.017217366373868823,0.009602896998922496,6.009449833204307e-05,0.0039215686274508554,0.6960784313725491
17897298,0.03429409821339892,0.041351601219012914,5.060998352344574e-05,0.0,0.7
4826452,0.019195269273037607,0.01369827316096911,9.826290208960988e-05,0.007692307692307554,0.6923076923076924
7589765,0.020419590192101635,0.01258761366760274,0.00010261446310797766,0.00303030303030305,0.6969696969696969
21133456,0.019667203957930743,0.01463365314569409,0.00010035446182762479,0.047826086956521685,0.6521739130434783
15398807,0.04211736927742982,0.03764884987586894,0.000662044560769987,0.01111111111111096,0.688888888888889
3465659,0.030805356332764697,0.007867054928164887,0.0029336513669636593,0.009090909090909038,0.6909090909090909
19341122,0.029656768466507225,0.016040301157443888,0.00028938019355105913,0.05021097046413503,0.6497890295358649
9436520,0.01552008361256266,0.0189458069175595,0.0007646477613544392,0.19999999999999996,0.5
15063529,0.01963973400624883,0.013984185185433304,0.00013667385666963892,0.033333333333333326,0.6666666666666666
20379247,0.03884586091990836,0.052990907981408354,0.0001222396637954528,0.0010752688172043223,0.6989247311827956
3123905,0.0652436203488514,0.06930260516552715,0.002216983635492485,0.0888888888888888,0.6111111111111112
15748726,0.07644113389280746,0.05004699790983145,0.00238053663257362,0.004761904761904634,0.6952380952380953
7025831,0.019830930299947286,0.06630247597557831,0.00011096372032574175,0.0,0.7
1115781,0.04306522582924018,0.04785322153699963,0.00045182214460279664,0.013725490196078494,0.6862745098039215
4478328,0.054953904905904474,0.09918147530841961,0.0002664741536059028,0.0035714285714285587,0.6964285714285714
17327188,0.0360561546519872,0.044494601053959595,6.834317357568678e-05,0.0035714285714285587,0.6964285714285714
6921588,0.025707000437469225,0.008560228457621501,0.0004495068139025123,0.018181818181818188,0.6818181818181818
13645610,0.02162054298918822,0.01610780062762905,0.00018680024690296724,0.00994152046783614,0.6900584795321638
14757050,0.01679411749776217,0.00699143100677567,0.00018477127393908967,0.022916666666666585,0.6770833333333334
17762417,0.022317218158806378,0.006990495940918395,0.001791846795443996,0.003030303030302939,0.696969696969697
2833891,0.03021225174348732,0.1282651645450603,0.0007460957572168377,0.09999999999999998,0.6
10234576,0.018832041675738265,0.00834345520383351,8.718533314721335e-05,0.00303030303030305,0.6969696969696969
20443544,0.023478339653888347,0.019892411425298403,0.00027949819169651103,0.0,0.7
13818467,0.034366981991481145,0.03750950959690125,0.0004536162581728047,0.0,0.7
17500791,0.046790269511919086,0.02218956499817543,0.0011666412272806753,0.033333333333333326,0.6666666666666666
