neuron_id,dend_gnabar_hh,dend_gkbar_hh,dend_gl_hh,best_loss,best_proportion
1406463,0.08004717823274614,0.036224024333042726,0.0032615280388675564,0.025000000000000022,0.875
13726190,0.021420449119817837,0.041576647101850536,0.0008208108213523002,0.2333333333333334,0.6666666666666666
7076835,0.012397080463117884,0.007428857922149006,0.00014801343808550126,0.029629629629629672,0.8703703703703703
15629888,0.012890448499584666,0.1211311274900045,0.00012706235466849262,0.025000000000000022,0.875
19051631,0.027412097686377385,0.010368064259282857,0.0005832773753997434,0.011111111111111183,0.8888888888888888
954272,0.02748690128378225,0.010282164818067915,0.0008750808474976941,0.0052631578947368585,0.8947368421052632
7694722,0.047823974471301677,0.03857647514649763,0.0005903740971603443,0.03580246913580254,0.8641975308641975
15640724,0.0303377563323006,0.015721275295946597,0.0009026282325618105,0.0060606060606061,0.8939393939393939
3232277,0.019233396290759854,0.007892055375572492,0.00036334659984588196,0.0014492753623188692,0.8985507246376812
15723727,0.02946201618055854,0.01699440241796173,0.0005213644380350812,0.01764705882352946,0.8823529411764706
3679411,0.03426752349725169,0.014102323163326403,0.002277993801281304,0.06666666666666665,0.8333333333333334
12654063,0.043213049023571974,0.008156232930707299,0.0011045493560681834,0.011111111111111183,0.8888888888888888
15998817,0.03343374627214455,0.011627987157282783,0.001039138952994417,0.0014492753623188692,0.8985507246376812
16448971,0.023528173970106626,0.005498958252294356,5.4264708043820475e-05,0.011111111111111183,0.8888888888888888
4725907,0.024782498715294213,0.0164628016768908,9.171005444435347e-05,0.033333333333333326,0.8666666666666667
15671848,0.04910771671048821,0.040166308483517876,0.00025146750643071936,0.01904761904761909,0.8809523809523809
15741951,0.034822895691462824,0.030575057505685625,0.0006792098316399471,0.2333333333333334,0.6666666666666666
881861,0.060240618160050684,0.06379851004912825,8.446721612373314e-05,0.011111111111111183,0.8888888888888888
8234536,0.06230868264884378,0.14734632294515393,0.001139863368001096,0.056862745098039236,0.8431372549019608
15592696,0.0885186164478858,0.10363733994706666,8.260867503383476e-05,0.006666666666666599,0.8933333333333334
7381964,0.015401297681481501,0.005003174191625821,6.158556620711211e-05,0.007843137254902044,0.892156862745098
3865952,0.035241159463634895,0.010661150716421316,0.0005337041552848079,0.0034482758620689724,0.896551724137931
17423125,0.023399675214102435,0.010428542165898383,0.00020243436666477223,0.0052631578947368585,0.8947368421052632
16547287,0.04326691019730196,0.04100577876190104,0.0005816768905682651,0.009375000000000022,0.890625
7792781,0.04506550015944077,0.04624582703242267,0.00017680586584824942,0.0010101010101011276,0.8989898989898989
3848843,0.05205563131997351,0.04899992180818439,0.00042052060519865553,0.002564102564102555,0.8974358974358975
8809171,0.023173434593334836,0.007693875754089038,0.0005187930104086764,0.017021276595744705,0.8829787234042553
2777891,0.057043450369510064,0.05323356716348456,0.0010702172952109393,0.036363636363636376,0.8636363636363636
2037005,0.053538395161812795,0.011665351543634296,0.0013065431574717154,0.002272727272727315,0.8977272727272727
10562191,0.08361762632520499,0.10039458277409276,6.557982990818273e-05,0.0071428571428572285,0.8928571428571428
16026042,0.020940423619966606,0.006757477195397389,0.0004125869613233877,0.06666666666666665,0.8333333333333334
15575232,0.030016851741834407,0.02661362158842168,5.9881061573934514e-05,0.042857142857142816,0.8571428571428572
20730780,0.07805162599762677,0.077491977889424,0.003056416332777477,0.011111111111111183,0.8888888888888888
14201007,0.01701585896910842,0.006904863254067384,9.156248836654237e-05,0.011111111111111183,0.8888888888888888
17659219,0.027769945738891112,0.006484624481622215,0.0006950217474742641,0.011111111111111183,0.8888888888888888
4833168,0.021064740080062604,0.006531697213996394,8.454362816615248e-05,0.004166666666666652,0.8958333333333334
3694515,0.08276075458167627,0.13043875190062013,0.0005716234392262714,0.0,0.9
4127938,0.013428662968266721,0.00708089680650949,0.0012415345824310108,0.015384615384615441,0.8846153846153846
2321929,0.023767601460184713,0.007933927585014742,0.0018454886676605936,0.0,0.9
17297936,0.01625844231875342,0.08155648173155582,5.2080376507986764e-05,0.025000000000000022,0.875
12422147,0.02245362738877483,0.007631170307144344,8.448582489420225e-05,0.031313131313131404,0.8686868686868686
7590264,0.04310423332147024,0.027214891182538278,0.0006061450363639354,0.025000000000000022,0.875
19288801,0.05385590271931427,0.035798789487618186,0.0018918403793844582,0.002564102564102555,0.8974358974358975
10287315,0.02464299245237053,0.00864963579565519,0.0005564064252070052,0.0,0.9
18302610,0.02155170187768742,0.015597828222159363,0.0001003951399718235,0.002564102564102555,0.8974358974358975
1706716,0.03711156385259789,0.012214488974219069,0.0016451474178030584,0.0,0.9
14898295,0.027439040885568707,0.0057435511840757516,0.0001713621779612548,0.0019607843137254832,0.8980392156862745
18292832,0.045133189490364496,0.12820356206810918,0.0003170966202978725,0.036363636363636376,0.8636363636363636
15640893,0.030179942566785963,0.01579865769826369,5.184246048760565e-05,0.0010101010101011276,0.8989898989898989
16561660,0.02608025960505073,0.019020860627232475,0.00013978083401708144,0.033333333333333326,0.8666666666666667
17224013,0.021786489110066105,0.017588853806285314,7.145866786677169e-05,0.16315789473684206,0.736842105263158
21300466,0.035766629050640084,0.041804312900854124,0.000162658801917339,0.0,0.9
5601924,0.023837168039672074,0.013454794080920466,0.00016838133524470472,0.011111111111111183,0.8888888888888888
3926904,0.010191695206227732,0.042883320974483365,0.00032014989925638695,0.2333333333333334,0.6666666666666666
2932028,0.06086640873186686,0.008495047804205338,0.0016711790106559972,0.2333333333333334,0.6666666666666666
1868538,0.05190209788996836,0.08741212092249954,0.0008352971402100098,0.003896103896103953,0.8961038961038961
20106468,0.09200661671427561,0.03901470478869647,0.004874227718975085,0.0,0.9
12809976,0.04826128575081391,0.05567281952486351,0.0002931428912040833,0.0,0.9
910064,0.047457342030658614,0.045738825290197016,5.2794012909534786e-05,0.0,0.9
7025064,0.0237556106938453,0.033614000098577984,0.0005379829811687668,0.014285714285714346,0.8857142857142857
9288827,0.025286399178108383,0.027112317297091734,0.00013994646207962232,0.011111111111111183,0.8888888888888888
3032520,0.02704049716492608,0.012706311444958696,6.94088859354954e-05,0.0020408163265306367,0.8979591836734694
17732334,0.02067917481121132,0.01011938384519897,5.0130621116420127e-05,0.011111111111111183,0.8888888888888888
3957604,0.01469206411658743,0.007270994926963456,9.660789916824655e-05,0.011111111111111183,0.8888888888888888
3061422,0.02367720371380168,0.009293823795629031,0.0002912462303316482,0.004575163398692905,0.8954248366013071
3220573,0.03975475472768424,0.035885438775550754,7.16446352439428e-05,0.0060606060606061,0.8939393939393939
7867016,0.030866574052835414,0.00739463842294139,0.0002766378026080817,0.0014492753623188692,0.8985507246376812
